992.99991, 1003.99997, 1589161.00009, 1589168.00021, 57.00002, 12.00004, 7.00016, 6528.00006, 103.00012, 125.99985, 1626.00005, 0.99983, -0.00004, 70.00006, 0.76490, 0.25955, 0.63661, 0.00692, 0.91659, 1.00010, -0.00013, 1.75581, 1.04132, 0.84505, -0.36373, -0.10527, 0.18206, 1.
83.99986, 214.00004, 7261605.99996, 7261658.00015, 4079.99992, 187.99997, 90.99993, 435821.00003, 63.99982, 127.00005, 1358.00000, 0.00006, 1.00002, 39.99994, 0.12354, 0.39642, 0.40010, 0.09582, 0.69157, 0.57123, -0.00002, 3.61073, 2.11385, 1.71597, -0.60009, -0.16550, 0.99993, 0.
99.99993, 174.99978, 909875.99991, 909953.00006, 1922.99991, 227.00013, 139.00011, 241083.00003, 116.00011, 139.99997, 1356.00006, 0.00008, 1.00004, 39.99987, 0.14759, 0.66705, 0.97397, 0.05520, 0.33045, 0.55400, 1.00004, 3.28408, 1.87522, 1.88642, 0.02628, -0.02073, 0.99990, 0.
38.99996, 195.99998, 441417.99995, 441483.00009, 6212.99995, 209.99999, 123.00006, 649440.99988, 55.00006, 123.99991, 1355.99984, 0.00001, 0.99986, 39.99999, 0.05751, 0.39138, 0.41414, 0.11569, 0.74752, 0.52861, -0.00004, 3.79322, 2.19590, 1.81293, -0.58606, -0.18356, 1.00005, 0.
919.99995, 928.00007, 1862719.00014, 1862728.00021, 51.99989, 9.00005, 9.00000, 5816.00002, 100.99991, 126.00020, 1357.99994, 0.00012, 0.99990, 40.00002, 0.63320, 0.27789, 0.88905, 0.00584, 0.88874, 1.00003, 1.00004, 1.71601, 0.90309, 0.95407, 0.11121, -0.12617, 0.17723, 1.
1035.99995, 1053.99988, 960191.00020, 960201.99994, 61.00004, 30.00012, 16.99997, 6115.99992, 86.00003, 124.00010, 1360.00013, 0.99985, 0.00006, 299.99990, 0.44992, 0.69197, 0.61094, 0.01335, 0.60006, 0.64725, -0.00011, 1.78515, 1.25523, 1.04139, -0.38899, -0.21668, 0.33289, 1.
1312.00006, 1321.99995, 4118357.99999, 4118371.99999, 76.99991, 15.00011, 13.99988, 8558.00020, 103.99996, 119.00004, 1349.99997, 0.00004, 1.00011, 39.99999, 0.04146, 0.44996, 0.71426, 0.00742, 0.66679, 0.99991, 0.99988, 1.88641, 0.99994, 1.14616, 0.28568, -0.13173, 0.25314, 1.
118.00005, 132.99999, 125812.99993, 125827.00004, 127.99987, 17.00014, 15.00011, 14233.99991, 86.99992, 132.99999, 1691.99995, 1.00023, 0.00003, 80.00006, 0.13944, 0.39061, 0.93328, 0.00901, 0.88214, 0.93352, -0.00004, 2.10716, 1.17609, 1.14610, -0.06671, -0.13102, 0.35072, 1.
82.00016, 92.00011, 149044.00004, 149082.99996, 263.99998, 15.00005, 38.99995, 32174.99983, 91.99995, 140.99997, 1686.99998, 0.00016, 1.00004, 200.00029, 0.09712, 0.32308, 0.25654, 0.00584, 0.66674, 0.99994, 1.00008, 2.42171, 1.00015, 1.59112, 0.74361, -0.04796, 0.64206, 0.
195.00006, 225.00002, 921071.00009, 921130.00023, 789.99995, 102.99983, 83.00013, 104559.99992, 118.99987, 149.00004, 1692.00011, 1.00007, 0.00000, 80.00007, 0.23059, 0.55369, 0.50853, 0.01767, 0.29140, 0.71085, 1.00006, 2.89750, 1.47715, 1.77084, 0.49158, 0.03397, 0.99984, 1.
